Date,Open,High,Low,Close,Volume,Adj Close
2015-03-06,4967.24023,4982.93018,4918.62988,4927.37012,1918220000,4927.37012
2015-03-05,4979.9502,4993.52002,4963.1001,4982.81006,1724200000,4982.81006
2015-03-04,4961.24023,4973.31982,4938.8999,4967.14014,1824830000,4967.14014
2015-03-03,4990.7002,4996.66016,4956.06982,4979.8999,2018900000,4979.8999
2015-03-02,4973.43018,5008.56982,4972.00977,5008.1001,1931110000,5008.1001
2015-02-27,4985.02979,4989.25,4960.87012,4963.52979,1955590000,4963.52979
2015-02-26,4969.27002,4989.10986,4955.50977,4987.89014,1905550000,4987.89014
2015-02-25,4960.35986,4984.24023,4956.00,4967.14014,1848560000,4967.14014
2015-02-24,4956.20996,4971.18018,4945.14014,4968.12012,1834890000,4968.12012
2015-02-23,4953.1001,4960.97021,4939.56006,4960.97021,1754850000,4960.97021
2015-02-20,4919.77979,4957.02002,4905.58984,4955.97021,1761140000,4955.97021
2015-02-19,4901.50977,4929.52979,4900.62988,4924.7002,1592890000,4924.7002
2015-02-18,4890.83984,4907.50,4885.6001,4906.35986,1684800000,4906.35986
2015-02-17,4889.99023,4901.89014,4880.64014,4899.27002,1751490000,4899.27002
2015-02-13,4869.72998,4893.83984,4860.12012,4893.83984,1942240000,4893.83984
2015-02-12,4828.08008,4857.60986,4823.56982,4857.60986,2075470000,4857.60986
2015-02-11,4788.37012,4810.35986,4780.12988,4801.18018,1793630000,4801.18018
2015-02-10,4754.62988,4793.27002,4737.12012,4787.64014,1773730000,4787.64014
2015-02-09,4723.72998,4749.47021,4719.60986,4726.00977,1654680000,4726.00977
2015-02-06,4768.83984,4787.18018,4731.22021,4744.3999,2034060000,4744.3999
2015-02-05,4729.6499,4767.37988,4722.7998,4765.1001,2036590000,4765.1001
2015-02-04,4699.81006,4744.33008,4697.79004,4716.7002,2212960000,4716.7002
2015-02-03,4693.25,4727.74023,4670.81982,4727.74023,2153520000,4727.74023
2015-02-02,4650.6001,4676.68994,4580.45996,4676.68994,2006450000,4676.68994
2015-01-30,4671.20996,4703.81006,4631.1001,4635.24023,2264230000,4635.24023
2015-01-29,4635.72998,4688.41016,4601.75977,4683.41016,2110710000,4683.41016
2015-01-28,4740.68994,4742.06006,4637.47998,4637.99023,2118680000,4637.99023
2015-01-27,4698.22998,4721.87012,4659.83008,4681.50,1954160000,4681.50
2015-01-26,4752.35986,4774.18018,4734.2002,4771.75977,1717510000,4771.75977
2015-01-23,4748.18994,4771.18018,4737.9502,4757.87988,1653830000,4757.87988
2015-01-22,4690.93018,4752.6001,4644.56982,4750.3999,1996550000,4750.3999
2015-01-21,4641.9502,4692.45996,4629.58984,4667.41992,1847420000,4667.41992
2015-01-20,4655.83984,4665.6499,4601.1001,4654.8501,1835040000,4654.8501
2015-01-16,4566.37988,4635.81982,4563.10986,4634.37988,1970520000,4634.37988
2015-01-15,4657.45996,4663.95996,4567.39014,4570.81982,1976260000,4570.81982
2015-01-14,4610.75977,4655.37012,4595.97998,4639.31982,2073810000,4639.31982
2015-01-13,4708.74023,4751.33984,4624.27979,4661.50,2162180000,4661.50
2015-01-12,4714.06982,4715.81006,4650.6499,4664.70996,1861960000,4664.70996
2015-01-09,4744.47021,4744.70996,4681.24023,4704.06982,1715830000,4704.06982
2015-01-08,4689.54004,4741.37988,4688.02002,4736.18994,2105450000,4736.18994
2015-01-07,4626.83984,4652.72021,4613.8999,4650.47021,1957950000,4650.47021
2015-01-06,4666.8501,4667.33008,4567.58984,4592.74023,2167320000,4592.74023
2015-01-05,4700.33984,4702.77002,4641.45996,4652.56982,1794470000,4652.56982
2015-01-02,4760.24023,4777.00977,4698.10986,4726.81006,1435150000,4726.81006
