Date,Open,High,Low,Close,Volume,Adj Close
2015-04-22,5026.56982,5040.6499,4992.62012,5035.16992,1696380000,5035.16992
2015-04-21,5023.95996,5028.22021,5009.50977,5014.1001,1721260000,5014.1001
2015-04-20,4958.06982,5000.2002,4952.68018,4994.6001,1646340000,4994.6001
2015-04-17,4966.10986,4974.08984,4912.33008,4931.81006,1985190000,4931.81006
2015-04-16,4999.35986,5016.00,4996.00,5007.79004,1662850000,5007.79004
2015-04-15,4992.62012,5021.18994,4989.24023,5011.02002,1795530000,5011.02002
2015-04-14,4988.81982,4996.81982,4952.00977,4977.29004,1571360000,4977.29004
2015-04-13,5001.5498,5024.25,4985.95996,4988.25,1544190000,4988.25
2015-04-10,4977.02979,4996.08008,4970.02002,4995.97998,244120000,4995.97998
2015-04-09,4950.83984,4975.93018,4928.10986,4974.56006,1729750000,4974.56006
2015-04-08,4914.1499,4956.72021,4914.1499,4950.81982,1714210000,4950.81982
2015-04-07,4917.50,4948.87988,4909.77002,4910.22998,1572940000,4910.22998
2015-04-06,4855.93994,4929.62012,4852.91016,4917.31982,1737560000,4917.31982
2015-04-02,4885.41016,4901.33008,4872.95996,4886.93994,1563670000,4886.93994
2015-04-01,4894.35986,4899.37988,4844.39014,4880.22998,1874960000,4880.22998
2015-03-31,4925.91016,4940.87012,4899.31006,4900.87988,1837660000,4900.87988
2015-03-30,4921.77979,4948.45996,4921.12012,4947.43994,1778520000,4947.43994
2015-03-27,4863.74023,4899.25977,4859.66016,4891.22021,1678650000,4891.22021
2015-03-26,4835.70996,4889.20996,4825.93018,4863.35986,2004960000,4863.35986
2015-03-25,5002.83008,5006.75977,4876.52002,4876.52002,2219520000,4876.52002
2015-03-24,5010.1001,5032.47998,4994.56006,4994.72998,1611670000,4994.72998
2015-03-23,5020.6001,5031.39014,5010.97021,5010.97021,1608880000,5010.97021
2015-03-20,5033.47021,5042.14014,5020.06982,5026.41992,2825670000,5026.41992
2015-03-19,4982.02002,5000.02002,4979.93994,4992.37988,1674970000,4992.37988
2015-03-18,4926.83008,5001.56982,4907.72021,4982.83008,1983570000,4982.83008
2015-03-17,4912.6499,4944.91016,4907.02002,4937.43018,1724370000,4937.43018
2015-03-16,4897.27002,4929.93994,4889.08984,4929.50977,1713480000,4929.50977
2015-03-13,4885.54004,4904.47021,4842.7998,4871.75977,1851410000,4871.75977
2015-03-12,4853.97998,4895.7998,4853.2002,4893.29004,1855110000,4893.29004
2015-03-11,4866.93994,4876.08984,4846.79004,4849.93994,1846020000,4849.93994
2015-03-10,4899.50977,4903.43994,4859.79004,4859.79004,1876010000,4859.79004
2015-03-09,4936.08008,4950.47021,4920.81982,4942.43994,1696510000,4942.43994
